Application Id,Application Date,Publication Date,Country,Title,Abstract,Applicants,Inventors,y
CN132745844,15.09.2014,25.03.2015,CN,一种翻抛机滚筒提升传动机构,本发明提供了一种翻抛机滚筒提升传动机构，包括电机、动力单元输出轴、主动链轮、过渡链轮组、从动链轮、翻抛臂、翻抛滚筒、提升连杆和提升杆；所述电机与动力单元输出轴连接，所述过渡链轮组通过链条分别与动力单元输出轴上的主动链轮和翻抛滚筒中心转轴上的从动链轮连接；所述中心转轴安装在翻抛臂上，所述翻抛臂与提升连杆和提升杆依次通过转动副连接。所述电机通过动力单元输出轴及链传动带动翻抛滚筒旋转进行翻抛；同时，可转动提升杆实现翻抛滚筒在旋转翻抛作业下的快速提升。本发明采用链传动，连杆机构等实现了翻抛机翻抛滚筒的转动与提升，其结构简单，工作可靠，可满足不同的翻堆情况，提高了翻抛机的工作效率和适用性。,江苏大学,胡建平; 谢振峰; 董立立; 韩绿化,0
CN243512982,29.03.2019,31.05.2019,CN,一种掘进式制肥翻抛机,一种掘进式制肥翻抛机，属于农业有机废弃物制肥技术领域。翻抛机包括翻抛罐体、行走机构、螺旋输出机构、翻抛机构；所述行走机构沿翻抛罐体长度方向设置于翻抛罐体顶部；所述翻抛机构经刀盘架设置于行走机构上，随所述行走机构在翻抛罐体长度方向前后移动，且所述翻抛机构的翻抛盘沿翻抛罐体圆周转动以翻抛肥料；所述螺旋输出机构设于翻抛罐体底部出料处，用于将翻抛发酵后的熟料输出罐体。本发明结构紧凑、节约材料、方便加工，采用封闭式罐体可方便控制肥料温度、湿度、发酵含氧量，同时能避免臭味散发，实现环境友好；并适用安装于室内、室外。,"XINGGUANG AGRICULTURAL MACHINERY CO., LTD.; 星光农机股份有限公司",ZHOU SHILIN; 周士林; LIU WENBING; 刘文兵; PENG MINGGUANG; 彭铭广; YANG ZHENXING; 杨振兴,1
JP274153749,27.08.2015,02.03.2017,JP,COMPOST STORAGE TANK,"PROBLEM TO BE SOLVED: To provide a compost storage tank which reduces residual water in biomass fuel, enhances combustion efficiency, and suppresses occurrence of imperfect combustion.SOLUTION: A compost (fuel) storage tank A has loading floors A2, A3, on which carried-in biomass fuel B is loaded, in a storage part A1 having an inlet port A10 and an outlet port A11 for biomass fuel B. The loading floors A2, A3 are alternately and slidably supported on an outlet port A11 side and a side opposite to the outlet port A11 along an opening direction of the outlet port A11, and are connected with hydraulic cylinders A20, A30, which telescopically move the loading floors A2, A3 in a sliding direction. By gradually moving a block part of the biomass fuel B while breaking the block part, residual water of the biomass fuel B can be eliminated, and thus, combustion efficiency can be enhanced and occurrence of imperfect combustion can be suppressed.SELECTED DRAWING: Figure 2COPYRIGHT: (C)2017,JPO&INPIT",JAPAN LIVESTOCK TRADING CORP; 日本家畜貿易株式会社,KOMORI TADANAGA; 小森　唯永,2
CN350573730,16.06.2021,01.02.2022,CN,有机肥二次发酵堆肥装置,本申请公开了一种有机肥二次发酵堆肥装置，包括：龙门架、第一立柱组、第二立柱组、堆肥槽、第一滑轨架、第二滑轨架、第一吊杆、第二吊杆、翻堆辊、滑轨平台、多个翻堆铲、第三吊杆组、第四吊杆组、链轮输送机、挡料竖板、连接杆；通过在龙门架上设置沿龙门架往复运动的吊装架，在吊装架的一侧翻堆辊的外侧设置链轮架，链板架的一端斜插入肥堆的一侧，并在链轮架上设置多齿链板，并在链板架的另一侧设置挡料板，肥堆内物料被链轮输送机携带输送至顶部后，收到挡料板的阻挡后下落，实现翻堆。,"YUNNAN SHUNFENG ERHAI ENVIRONMENTAL PROTECTION TECHNOLOGY CO., LTD.; 云南顺丰洱海环保科技股份有限公司",ZHAO SHIQIANG; 赵世强; ZHONG SHUNHE; 钟顺和,1
CN321816940,28.05.2020,30.03.2021,CN,一种高效的畜牧粪便堆肥设备,本实用新型公开了一种高效的畜牧粪便堆肥设备，包括粉碎箱、送料机构、菌落培养箱和发酵池，所述粉碎箱下方设有一个斜向供料的送料机构，送料机构的皮带轮的表面上垂直固定有数个进料齿，发酵池壳体竖直放置在限位槽中，发酵池底部设有压力传感器，发酵池左侧的开口处安装有一个电控活板，发酵池内部设有一个中空结构的异型搅拌器，箱体内部还安装有一个菌落培养箱，培养箱由培养板和培养液构成。该装置对粪便进行细化处理，加快了发酵的效率，同时在发酵池内增加了温度检测和调节，能让发酵菌在最合适的温度下存活反应，该装置底部还添加了电动活板门，自动从发酵池内排出物料，省去了人工手动操作的时间。,DENG JIRONG; 邓基荣; ZHANG LUDE; 张陆德; WANG SHENGXIONG; 王胜雄,DENG JIRONG; 邓基荣; ZHANG LUDE; 张陆德; WANG SHENGXIONG; 王胜雄; CHEN HUIXIU; 陈会修,1
JP267430803,14.06.1996,06.01.1998,JP,PRODUCTION OF COMPOST AND DEVICE THEREFOR,"PROBLEM TO BE SOLVED: To produce dry granular secondary fermented compost by efficiently fermenting a granulated raw material consisting essentially of primary fermented compost in a heaped-up state without causing any binding of granules into lumps. SOLUTION: In this production, a wet granulated raw material 2 having an adjusted moisture content is supplied to a fermenter and heaped up and then, wet air is passed through the raw material 2 to subject it to fermentation. A fermentation bed 1 thus formed, a part of which is recycled in the fermenation process and accordingly moved downward, is brought into contact with a grid 8 having inclined faces and another grid 50 having vertically fixed blades to subject the bed material to fermentation while preventing compaction of the fermentation bed 1 and binding of granules into lumps in the bed 1 from being caused. After completing the fermentation, low-humidity air is passed through the fermented product to dry it. Thus, this fermentation can effectively be performed without using any intensive agitation and mixing.COPYRIGHT: (C)1998,JPO",HITACHI LTD; 株式会社日立製作所,ISHIDA MASAHIKO; 石田　昌彦; UEDA MASAKO; 上田　昌子; SAITO SETSUO; 斉藤　節雄; TAKEMOTO TAKESHI; 武本 剛,2
CN235960078,28.04.2018,28.12.2018,CN,一种高效翻抛机,本实用新型公开了一种高效翻抛机，包括行车架和机架，行车架安装在发酵槽两侧，机架两侧设有与行车架相配合的行走装置，机架通过行走装置安装在行车架上，机架底部两侧设有液压机，液压机的液压杆上连接有翻抛架，所述翻抛架包括支架、翻动辊、粉碎辊、供气管和电机，支架呈工型，支架两端设有倒Y型吊耳，所述倒Y型吊耳上设有与挡板相配合的刮渣装置。本实用新型通过在翻动辊后侧设置粉碎辊，使肥料翻动后通过粉碎辊能破碎成小块，提高了肥料的翻抛效率；同时通过设置供气管，增加了翻抛加工时空气中的含氧量，使肥料能与氧气充分接触，提高肥料品质。,"NANCHONG HEXIANG BIOLOGICAL TECHNOLOGY CO., LTD.; 南充禾香生物科技有限公司",DENG LI; 邓力; ZHANG RUOYU; 张若愚,1
WO2015088130,30.09.2014,18.06.2015,WO,APPARATUS FOR PRODUCING FEED AND COMPOST BY RECYCLING FOOD WASTES,"The present invention relates to an industrial production system for producing feed and compost by recycling food wastes. The industrial production system for producing feed and compost by recycling food wastes comprises: a waste feed means (10); a moisture adjustment tank (20); a primary fermentation tank (30); a secondary fermentation tank (40); a drying tank (50); a deodorizing means (60); an agitating means (70) comprising screws integrally provided at the lower inner center of the moisture adjusting tank (20), the primary and secondary fermentation tanks (30, 40) and the drying tank (50); a control means (80) for controlling an operation of the industrial production system for producing feed and compost by recycling food wastes; and a display means (90) for displaying an operation of the industrial production system for producing feed and compost by recycling food wastes, and thus the invention is useful and offers special advantages, wherein: various food wastes are quickly fermented and decomposed using microorganisms; moisture and a base contained in the food wastes are dramatically removed to produce highly nutritious livestock feed or compost usable as high quality organic fertilizer, thereby preventing offensive odors or environmental contamination occurring during waste treatment; environmental pollutants such as dioxin are not generated at all and the energy consumption required for food waste treatment is significantly reduced, thereby having excellent economic feasibility; food wastes can be recycled into feed and compost without having any offensive odor, leachate and underground water contamination, the invention has easy manufacturing by a simple structure and can be provided to a provision place without restrictions, and thus using thereof is easy and the maintenance and management thereof is convenient; and the invention can be used safely for a long time, and thus has a long lifespan.","CHA, Yang Soo; 차양수","CHA, Yang Soo; 차양수; CHA, Seung Mok; 차승목",1
CN373101494,02.09.2021,16.08.2022,CN,一种用于薯类淀粉生产的薯渣收集装置,本实用新型公开了一种用于薯类淀粉生产的薯渣收集装置，包括设置在地面上的两个安装座，所述的两个安装座上分别固定有风机和空气加热器，所述的风机出风管接入到空气加热器内部且空气加热器出风管连通到搅拌槽的进风口内部，所述的搅拌槽正下方挖设有坑槽，所述的坑槽内部安装厌氧发酵池，所述的搅拌槽下表面开口且通过转轴连接有挡板，所述的搅拌槽上表面设有安装板且安装板中间位置处向下通过转动轴承连接有搅拌轴，所述的搅拌轴四周设有环绕的搅拌叶片。该装置主要用于收集和处理薯类蛋白生产中产生的废渣，回收利用成为饲料使用，避免环境的污染，经济效益较好。,"ANHUI TAIDEKANG AGRICULTURAL SCIENCE AND TECHNOLOGY DEVELOPMENT CO., LTD.; 安徽泰德康农业科技发展有限公司",HU DONG; 胡东; NING YINGYING; 宁莹莹; YUAN RUI; 袁锐; YU WEIWEI; 余伟伟,0
JP268920729,21.06.2000,08.01.2002,JP,DRYING AND FERMENTATION APPARATUS,"PROBLEM TO BE SOLVED: To provide a compact drying and fermentation apparatus enabling continuous drying and fermentation without using a moisture adjusting material.SOLUTION: The drying and fermentation apparatus 11 has a hermetically closed vertical cylindrical shape and a partition plate 20 is formed to the central part thereof to respectively form a drying tank 12 and a fermentation tank 13 above and below the partition plate 20. A steam pipe 44 is arranged to the undersurface of the partition plate 20 and steam is introduced into the steam pipe to heat the partition plate 20. The matter 38 to be treated charged in the drying tank 12 is dehydrated by the heat of the heated partition plate 20 to be subjected to drying treatment so as to become a predetermined water content. The dried matter 38 to be treated is transferred to the fermentation tank 13 through a partition door 30 to be fermented by fermentation microorganisms and the composted treated matter is discharged to the outside from a discharge door 37.COPYRIGHT: (C)2002,JPO",TOA DENKI KOGYOSHA:KK; 株式会社東亜電機工業社,ASO YOSHITSUGU; 麻生　義継; IFUKU TATSUHIKO; 伊福　達彦,2
CN323613716,24.06.2020,27.04.2021,CN,种植槽,本实用新型公开了一种种植槽，包括：支架；支架上设有槽主体、水箱，所述槽主体被隔板分隔为种植区与堆肥区，所述水箱设置在支架上，所述水箱包括箱体、自动进水装置，所述箱体包括进水口有出水口，所述自动进水装置设置在进水口上，所述出水口与所述堆肥区通过连通管连通；蒸汽消毒管，所述蒸汽消毒管设于所述种植区；上盖，所述上盖将所述堆肥区盖住。本实用新型通过设置堆肥区，可以将植物的根茎等杂草放置在堆肥区中，提高了种植区的营养成分，有利于植物的生长；利用自动进水装置，可以维持种植区的用水正常，免去频繁地人为浇水，而且通过蒸汽消毒管，可以对种植区的土壤进行高温的蒸汽消毒，保证农作物的正常种植。,HUO HANREN; 霍汉任,HUO HANREN; 霍汉任,0
